organ,drug,dose_mg,duration_h,oxygen,ph,viability,lactate,toxic_metabolites,heartbeat,contractility,filtration,glucose,label
heart,Drug C,48.01,21.34,57.06,6.849,38.97,8.85,32.56,42.0,33.65,27.75,57.81,Severe Toxicity
kidney,Drug A,26.03,3.6,95.34,7.458,96.68,0.78,1.42,77.81,88.85,107.32,102.12,Normal
kidney,Drug A,35.9,33.45,94.53,7.44,99.02,0.96,2.02,70.17,92.82,107.06,94.24,Normal
liver,Drug C,48.23,29.94,38.69,6.61,13.1,11.8,45.09,33.25,18.04,8.0,44.7,Severe Toxicity
heart,Drug C,11.8,28.02,82.42,7.215,79.7,3.29,11.87,82.74,76.15,84.61,86.08,Mild Toxicity
liver,Drug A,23.48,15.22,97.31,7.443,95.29,1.01,2.36,73.65,99.29,105.97,95.18,Normal
kidney,Drug C,16.71,4.97,95.16,7.38,96.52,1.9,3.39,73.38,81.25,106.28,95.67,Normal
heart,Drug A,52.7,34.49,96.92,7.399,100.0,1.27,1.12,73.28,84.29,110.32,104.28,Normal
kidney,Drug A,38.04,10.23,96.15,7.379,100.0,1.46,1.59,73.66,95.69,105.55,95.76,Normal
kidney,Drug A,45.24,22.72,97.22,7.444,98.46,0.75,1.44,77.64,92.25,113.99,90.49,Normal
kidney,Drug B,31.14,35.34,76.23,7.132,68.97,4.49,15.14,87.78,67.59,68.65,74.1,Mild Toxicity
kidney,Drug A,18.91,25.33,98.4,7.337,97.08,0.95,1.01,76.75,91.8,109.84,98.9,Normal
lungs,Drug C,21.12,19.74,80.99,7.154,72.91,4.16,13.97,86.77,70.11,80.91,78.26,Mild Toxicity
liver,Drug B,40.65,15.66,86.46,7.256,79.87,2.85,9.4,86.44,77.14,81.03,85.69,Mild Toxicity
kidney,Drug C,29.4,15.93,78.31,7.158,70.27,4.38,15.95,98.99,60.78,85.65,76.41,Mild Toxicity
heart,Drug C,13.37,8.16,90.45,7.383,92.0,2.02,4.98,68.44,86.76,105.53,82.97,Normal
heart,Drug B,36.69,35.95,73.42,7.025,65.66,4.93,17.81,100.31,58.02,70.92,74.57,Severe Toxicity
heart,Drug B,43.95,26.96,79.3,7.152,68.72,4.85,16.05,97.64,64.78,81.24,78.11,Mild Toxicity
liver,Drug A,38.68,34.28,97.07,7.375,96.93,0.78,1.34,75.85,88.48,98.64,102.13,Normal
liver,Drug C,13.63,21.29,87.78,7.242,83.59,2.94,10.93,78.67,71.51,93.97,93.15,Mild Toxicity
kidney,Drug C,49.43,30.81,41.0,6.6,9.08,12.0,48.95,21.68,19.3,8.0,32.37,Severe Toxicity
lungs,Drug B,17.71,22.83,90.57,7.202,88.36,2.35,6.27,75.8,81.22,91.38,94.94,Mild Toxicity
kidney,Drug C,44.86,3.4,90.29,7.323,88.99,2.19,6.06,82.1,87.95,89.53,86.38,Normal
liver,Drug B,29.14,34.7,81.5,7.171,70.76,4.23,14.03,91.79,69.15,84.39,64.55,Mild Toxicity
heart,Drug C,26.01,3.22,94.14,7.365,91.03,1.75,3.84,74.85,90.0,113.2,84.83,Normal
lungs,Drug A,33.83,27.8,93.95,7.35,95.45,1.06,1.37,66.99,89.37,99.98,78.68,Normal
heart,Drug A,22.14,3.11,96.63,7.393,98.67,1.04,2.02,74.79,94.6,103.05,100.06,Normal
liver,Drug C,20.28,33.19,73.08,7.016,56.96,6.19,21.62,104.17,55.96,62.73,66.71,Severe Toxicity
lungs,Drug A,20.14,30.93,95.37,7.401,99.05,1.01,1.44,81.72,94.68,103.61,92.47,Normal
kidney,Drug B,8.56,16.78,94.05,7.36,93.43,1.45,3.11,76.22,87.75,108.67,89.74,Normal
lungs,Drug C,17.23,21.4,80.64,7.126,77.77,3.67,12.08,85.55,72.81,66.66,74.51,Mild Toxicity
kidney,Drug C,49.92,32.59,32.75,6.6,5.0,12.0,51.78,28.32,8.0,8.0,31.15,Severe Toxicity
lungs,Drug C,33.12,23.32,68.42,7.033,51.97,6.63,25.19,95.0,49.15,54.36,71.15,Severe Toxicity
lungs,Drug A,40.01,5.21,95.88,7.371,96.28,1.2,2.2,64.8,91.12,110.65,95.23,Normal
heart,Drug A,58.48,6.81,95.29,7.421,94.21,0.99,2.04,76.26,90.61,102.64,94.98,Normal
kidney,Drug C,34.05,24.88,62.56,6.928,43.24,8.08,27.59,101.42,53.33,51.33,61.49,Severe Toxicity
heart,Drug A,13.33,30.01,96.29,7.356,95.75,1.01,1.84,72.17,100.0,100.33,99.75,Normal
liver,Drug C,46.02,3.11,90.67,7.379,86.93,2.22,6.26,82.79,83.67,99.5,96.29,Normal
heart,Drug A,2.13,10.07,95.34,7.428,94.21,0.66,1.49,79.19,93.53,100.38,84.13,Normal
heart,Drug B,17.5,7.88,91.33,7.394,94.8,1.5,2.93,70.3,96.77,95.93,89.78,Normal
heart,Drug A,46.13,23.13,94.01,7.427,99.13,1.22,1.52,74.99,94.57,110.37,86.68,Normal
lungs,Drug A,34.28,25.9,97.33,7.408,95.56,1.14,1.71,81.46,96.59,107.83,87.59,Normal
heart,Drug A,19.2,16.87,98.7,7.405,100.0,1.12,1.8,75.92,84.4,114.06,103.89,Normal
liver,Drug B,15.83,18.42,93.09,7.345,92.3,2.15,4.82,82.49,90.4,104.81,83.16,Normal
heart,Drug A,34.72,24.0,94.7,7.43,95.25,1.29,0.98,73.48,89.94,113.47,96.91,Normal
heart,Drug B,2.21,3.78,97.72,7.447,99.18,1.41,1.71,75.56,93.92,104.02,108.48,Normal
heart,Drug A,5.04,2.16,99.0,7.424,98.65,1.25,2.31,67.45,89.41,104.44,93.99,Normal
kidney,Drug A,9.1,8.93,100.0,7.382,99.71,0.81,1.47,79.33,92.53,112.33,89.96,Normal
heart,Drug A,4.46,20.83,94.36,7.394,96.36,1.13,1.06,67.21,91.9,103.38,96.52,Normal
lungs,Drug C,39.88,24.76,57.55,6.872,37.79,8.56,32.34,38.23,44.5,42.87,58.79,Severe Toxicity
liver,Drug C,36.61,10.42,83.58,7.246,74.59,3.96,13.44,89.39,71.1,84.55,69.54,Mild Toxicity
lungs,Drug C,3.21,25.19,92.48,7.351,90.39,1.76,3.91,68.35,87.93,105.49,91.91,Normal
liver,Drug A,32.25,7.74,95.28,7.378,97.79,1.16,1.35,72.3,88.88,117.57,98.91,Normal
lungs,Drug A,38.35,13.4,95.36,7.398,98.62,0.89,1.02,74.46,85.2,105.57,100.92,Normal
liver,Drug C,44.75,22.03,60.68,6.944,40.68,8.3,31.45,33.99,41.35,50.83,55.58,Severe Toxicity
lungs,Drug A,4.88,3.23,97.04,7.374,96.46,0.81,1.72,63.34,85.87,106.95,106.11,Normal
heart,Drug A,40.57,11.69,97.47,7.425,97.48,1.1,1.36,62.39,94.54,113.34,92.44,Normal
lungs,Drug B,14.19,32.56,90.03,7.228,86.8,2.3,7.56,84.66,84.27,84.88,83.69,Mild Toxicity
kidney,Drug C,11.42,29.49,85.63,7.255,77.49,3.72,11.77,78.29,71.58,87.33,83.9,Mild Toxicity
kidney,Drug C,25.79,30.17,64.48,6.975,55.78,6.78,25.35,94.49,46.81,56.38,66.01,Severe Toxicity
lungs,Drug B,17.6,20.79,90.36,7.301,87.11,2.38,5.81,74.95,87.53,103.02,103.32,Normal
kidney,Drug B,31.96,24.43,84.77,7.212,81.05,3.72,11.37,84.59,82.68,79.38,79.19,Mild Toxicity
lungs,Drug A,52.97,16.48,96.62,7.402,95.39,1.21,1.06,73.71,90.4,102.57,87.46,Normal
kidney,Drug B,5.88,9.41,98.13,7.381,100.0,1.29,2.61,73.33,90.83,103.54,101.25,Normal
lungs,Drug B,44.25,11.94,91.38,7.305,85.62,3.01,7.85,84.09,75.6,86.38,84.4,Normal
lungs,Drug C,19.38,22.89,79.86,7.202,70.43,4.31,15.21,95.78,67.52,71.32,74.22,Mild Toxicity
heart,Drug A,58.69,18.34,95.97,7.454,96.42,1.21,1.44,79.86,83.98,109.18,96.28,Normal
lungs,Drug A,37.64,2.24,95.07,7.383,95.09,0.86,1.51,73.15,88.59,99.11,89.08,Normal
heart,Drug B,7.01,6.85,94.33,7.348,98.6,1.35,2.19,78.7,90.05,106.52,95.33,Normal
lungs,Drug C,2.51,19.12,98.98,7.378,94.81,1.39,3.11,84.58,83.54,109.65,92.03,Normal
kidney,Drug B,6.13,31.03,94.41,7.293,91.78,1.59,4.04,79.72,89.58,104.78,90.61,Normal
kidney,Drug B,6.25,31.36,93.42,7.37,91.6,2.14,4.26,71.39,84.9,94.45,83.84,Normal
kidney,Drug A,48.01,27.22,97.19,7.427,98.45,1.3,2.16,69.33,89.74,109.65,92.5,Normal
lungs,Drug C,25.37,23.17,72.74,7.128,62.86,5.36,19.43,94.05,63.61,71.16,72.81,Mild Toxicity
liver,Drug C,28.03,10.1,85.68,7.276,81.91,3.31,9.49,81.83,77.55,105.59,84.25,Mild Toxicity
liver,Drug B,16.57,4.44,94.64,7.39,92.87,1.28,2.82,65.67,89.68,104.57,93.66,Normal
lungs,Drug C,8.66,15.47,91.67,7.336,92.28,1.65,6.47,76.22,86.04,98.31,93.99,Normal
lungs,Drug A,22.52,32.39,97.18,7.397,100.0,0.8,2.28,72.21,86.6,114.03,97.71,Normal
heart,Drug C,41.32,10.89,78.99,7.145,68.75,4.68,14.86,79.36,65.86,69.08,78.12,Mild Toxicity
heart,Drug A,53.92,3.22,98.39,7.452,98.27,0.87,1.53,72.11,96.86,115.15,89.17,Normal
liver,Drug B,56.37,28.67,65.75,6.975,56.41,5.9,21.21,103.82,61.6,64.35,75.42,Severe Toxicity
kidney,Drug C,46.28,30.94,43.87,6.663,12.94,11.79,45.45,37.5,14.03,18.04,33.9,Severe Toxicity
heart,Drug B,32.25,4.42,91.85,7.359,92.9,1.62,3.24,75.79,87.91,91.87,91.2,Normal
liver,Drug A,19.33,12.17,95.76,7.431,99.1,0.86,1.25,72.82,89.32,102.29,101.99,Normal
kidney,Drug A,57.34,33.38,93.76,7.451,96.91,0.76,1.55,68.84,92.38,107.81,108.11,Normal
lungs,Drug A,20.5,29.2,100.0,7.44,95.96,0.67,0.55,73.22,89.07,110.76,96.0,Normal
liver,Drug B,27.92,34.03,83.61,7.191,73.01,3.93,13.12,91.14,70.92,80.9,70.12,Mild Toxicity
heart,Drug A,21.27,33.79,96.4,7.389,98.59,1.34,2.81,70.57,94.07,111.16,100.78,Normal
kidney,Drug A,22.68,30.45,92.14,7.412,98.16,0.96,1.16,74.61,92.67,110.72,103.18,Normal
liver,Drug A,45.89,6.23,97.18,7.432,95.6,1.02,2.08,60.99,97.12,115.14,96.59,Normal
kidney,Drug B,23.95,6.45,97.93,7.339,94.28,1.71,4.26,71.09,84.74,96.31,85.81,Normal
heart,Drug A,36.86,34.69,97.6,7.362,97.07,1.0,1.16,69.3,98.07,109.03,91.58,Normal
lungs,Drug C,37.21,3.13,94.42,7.337,88.75,1.6,5.37,87.74,85.47,98.3,82.12,Normal
kidney,Drug A,28.98,9.65,96.9,7.393,96.31,0.93,1.17,68.19,91.25,128.69,95.09,Normal
lungs,Drug A,36.01,6.44,95.89,7.447,96.48,1.18,1.13,72.8,95.62,103.28,96.64,Normal
heart,Drug A,25.92,33.89,97.72,7.412,99.78,1.05,1.73,67.62,93.94,115.42,94.3,Normal
kidney,Drug A,44.75,27.78,98.47,7.375,98.97,1.05,1.7,74.51,90.65,98.64,98.79,Normal
kidney,Drug B,47.92,32.41,71.34,6.972,65.03,5.45,21.05,97.39,58.78,54.46,65.67,Severe Toxicity
lungs,Drug C,19.92,9.34,89.27,7.323,85.55,2.22,7.52,75.65,89.8,77.16,79.84,Normal
heart,Drug C,23.21,22.21,75.9,7.084,65.47,5.08,16.53,88.64,65.71,79.16,67.15,Mild Toxicity
kidney,Drug B,9.38,1.97,96.32,7.387,98.68,1.23,1.89,71.58,93.89,104.57,88.6,Normal
lungs,Drug B,37.88,20.15,85.7,7.147,79.01,3.4,11.46,86.43,72.65,86.82,76.71,Mild Toxicity
kidney,Drug A,42.18,26.79,97.96,7.382,97.15,0.73,1.19,81.43,93.5,104.86,87.37,Normal
liver,Drug C,21.36,25.91,75.09,7.065,64.78,5.24,18.12,89.55,65.15,71.14,77.09,Mild Toxicity
lungs,Drug C,28.21,7.43,89.13,7.326,84.6,2.55,7.82,75.18,76.29,89.7,89.51,Normal
liver,Drug C,5.35,31.56,85.62,7.375,87.78,2.3,6.75,78.57,84.65,89.93,92.75,Mild Toxicity
liver,Drug A,2.84,26.34,94.97,7.359,99.71,0.96,2.33,63.08,91.18,104.78,95.42,Normal
heart,Drug B,46.63,28.03,74.66,7.014,65.18,4.85,17.92,90.13,57.0,66.61,73.38,Severe Toxicity
liver,Drug A,51.67,24.8,98.53,7.407,97.44,1.19,1.03,73.91,88.3,122.98,101.53,Normal
kidney,Drug B,55.94,16.47,82.5,7.139,73.41,4.06,13.39,84.13,66.85,83.04,73.19,Mild Toxicity
lungs,Drug A,41.92,32.57,96.94,7.363,100.0,0.88,1.57,69.7,90.09,95.18,87.53,Normal
lungs,Drug B,25.21,22.92,84.6,7.279,83.02,2.36,8.32,80.08,71.16,94.05,83.14,Mild Toxicity
liver,Drug A,3.64,30.89,93.51,7.425,96.81,0.72,1.78,77.24,87.06,106.62,95.93,Normal
lungs,Drug A,40.69,28.09,95.34,7.417,96.83,1.06,1.56,79.69,98.81,111.37,110.05,Normal
liver,Drug B,55.61,16.89,82.7,7.19,78.43,4.04,13.25,85.09,75.03,68.04,75.91,Mild Toxicity
kidney,Drug A,44.06,5.08,97.57,7.361,96.43,0.86,1.62,77.56,98.64,107.54,105.46,Normal
liver,Drug A,58.71,14.25,98.67,7.394,93.31,1.19,1.33,71.78,92.7,120.77,95.34,Normal
liver,Drug C,9.05,14.45,91.56,7.298,90.3,1.86,4.93,75.13,92.0,91.08,94.15,Normal
heart,Drug B,35.68,29.53,78.73,7.185,73.84,4.65,14.26,94.85,70.34,82.59,73.84,Mild Toxicity
kidney,Drug A,9.67,10.5,90.79,7.361,99.35,1.0,1.72,77.43,92.26,108.58,95.62,Normal
lungs,Drug A,25.32,26.31,93.75,7.39,100.0,1.04,1.02,69.86,89.55,108.48,94.47,Normal
liver,Drug B,48.14,4.32,92.98,7.374,91.65,1.12,4.21,80.81,86.69,101.42,92.37,Normal
lungs,Drug A,26.77,11.75,96.61,7.418,97.48,1.16,1.05,67.85,86.12,110.5,87.88,Normal
kidney,Drug A,15.84,1.97,98.54,7.347,97.16,1.18,2.21,55.42,88.69,96.31,86.57,Normal
liver,Drug B,15.0,15.12,93.95,7.318,94.02,1.57,3.85,81.27,87.22,110.74,93.39,Normal
kidney,Drug B,10.11,4.52,100.0,7.32,95.16,0.65,2.28,72.27,88.38,109.41,96.59,Normal
kidney,Drug B,12.15,35.91,88.56,7.269,87.5,2.38,6.95,74.79,81.56,89.99,87.05,Normal
kidney,Drug B,8.05,32.32,92.32,7.362,95.21,1.67,5.27,71.72,90.62,107.32,96.91,Normal
kidney,Drug C,9.37,2.77,98.03,7.365,94.7,1.04,1.98,71.03,91.83,103.55,90.43,Normal
heart,Drug A,35.31,26.49,99.31,7.373,100.0,0.98,1.82,60.51,91.73,113.24,98.29,Normal
kidney,Drug B,46.01,32.25,76.65,7.041,63.3,5.34,20.11,110.17,54.02,54.69,69.36,Severe Toxicity
lungs,Drug C,59.96,24.8,35.92,6.6,14.62,12.0,47.27,36.74,11.74,8.0,36.54,Severe Toxicity
lungs,Drug A,43.97,15.05,96.07,7.361,98.2,1.23,1.08,75.11,90.66,106.17,101.08,Normal
heart,Drug A,28.49,10.25,96.29,7.473,93.9,1.09,2.07,72.0,89.74,110.77,96.28,Normal
lungs,Drug B,55.25,8.51,91.24,7.237,82.06,2.16,6.71,79.73,83.74,92.56,88.49,Mild Toxicity
heart,Drug A,36.21,26.26,96.97,7.38,100.0,1.41,1.28,71.23,94.02,102.51,99.9,Normal
heart,Drug C,53.29,25.91,44.05,6.657,20.52,11.59,43.53,35.05,12.93,8.0,32.91,Severe Toxicity
liver,Drug B,31.95,4.05,93.98,7.326,95.58,1.03,3.27,78.41,96.09,108.1,92.96,Normal
liver,Drug B,8.28,23.29,94.66,7.306,91.67,1.4,3.48,74.28,92.55,85.0,87.83,Normal
lungs,Drug C,41.18,8.29,84.42,7.228,77.99,3.86,12.21,83.93,75.6,93.76,83.45,Mild Toxicity
kidney,Drug B,10.8,1.12,95.82,7.388,95.52,0.73,1.47,79.37,87.13,100.03,96.71,Normal
lungs,Drug B,23.12,14.57,89.8,7.323,92.88,2.15,5.89,81.62,85.22,95.32,93.32,Normal
liver,Drug A,6.97,10.28,96.71,7.385,97.69,1.01,1.81,63.04,90.64,119.85,93.58,Normal
lungs,Drug C,12.96,12.2,88.77,7.361,90.51,2.31,7.13,79.85,84.45,95.08,82.24,Normal
heart,Drug B,55.91,17.0,80.39,7.166,76.8,3.9,13.16,88.05,70.58,73.64,78.63,Mild Toxicity
heart,Drug A,23.73,4.19,96.67,7.417,96.29,1.51,1.29,66.26,94.78,111.8,90.35,Normal
kidney,Drug B,25.22,14.23,89.59,7.311,86.08,2.19,5.75,84.81,84.88,97.38,87.54,Normal
kidney,Drug A,9.24,13.07,97.85,7.44,100.0,0.76,1.47,74.32,86.25,102.72,82.41,Normal
lungs,Drug B,50.16,25.82,76.02,7.104,62.0,5.08,17.63,95.85,57.68,69.12,69.37,Mild Toxicity
lungs,Drug A,53.69,4.47,100.0,7.376,98.99,1.13,1.43,78.09,97.25,110.66,93.75,Normal
liver,Drug B,33.67,6.13,94.91,7.379,92.19,1.6,4.57,75.45,85.38,106.36,89.5,Normal
liver,Drug B,23.61,20.42,82.3,7.276,87.87,2.62,7.25,83.22,78.7,90.82,99.71,Mild Toxicity
heart,Drug C,23.74,25.86,72.87,7.111,61.04,5.67,20.13,101.94,59.44,73.55,66.67,Mild Toxicity
lungs,Drug A,32.16,10.13,96.56,7.396,96.97,1.14,1.33,64.15,92.61,105.27,88.19,Normal
liver,Drug C,8.52,25.53,87.49,7.298,88.33,2.5,8.41,91.05,78.13,104.18,86.63,Mild Toxicity
kidney,Drug B,37.8,29.43,77.23,7.149,68.64,4.3,15.62,95.47,68.13,75.37,77.75,Mild Toxicity
liver,Drug B,32.33,9.59,91.55,7.335,88.49,1.87,5.83,84.64,77.74,96.64,93.2,Normal
heart,Drug A,38.02,27.04,99.26,7.408,98.0,1.12,1.24,70.58,91.13,137.17,95.78,Normal
kidney,Drug A,7.53,31.5,96.27,7.418,98.86,1.43,1.66,60.86,96.1,112.03,101.75,Normal
heart,Drug C,36.53,17.49,71.42,7.061,58.93,6.13,21.36,100.03,54.62,60.9,68.68,Mild Toxicity
liver,Drug B,20.96,4.08,95.43,7.287,98.24,1.04,2.87,78.31,90.59,98.07,92.63,Normal
liver,Drug A,23.35,35.36,96.66,7.416,97.35,1.02,0.95,73.12,94.85,100.18,94.24,Normal
liver,Drug C,24.55,2.75,94.12,7.362,92.43,1.57,3.52,78.69,88.13,113.98,84.6,Normal
lungs,Drug C,19.14,5.54,93.94,7.303,90.02,2.0,4.45,73.69,83.79,101.38,89.07,Normal
liver,Drug B,23.96,25.01,87.48,7.265,86.66,2.64,9.35,79.19,80.26,86.63,92.04,Mild Toxicity
kidney,Drug B,44.48,22.18,79.93,7.149,72.5,4.3,12.83,98.22,72.14,85.61,87.57,Mild Toxicity
liver,Drug B,52.44,7.63,89.16,7.305,89.25,2.51,6.66,83.03,81.15,101.2,88.33,Normal
kidney,Drug B,9.81,10.77,95.56,7.371,94.22,1.56,2.52,78.49,96.68,101.42,90.35,Normal
kidney,Drug A,17.09,25.94,98.89,7.41,100.0,1.12,1.44,69.05,94.43,103.13,106.07,Normal
liver,Drug B,52.11,35.64,66.85,6.988,50.28,6.57,24.08,115.93,52.79,55.77,61.49,Severe Toxicity
lungs,Drug C,29.15,17.43,74.62,7.106,65.64,4.81,17.29,90.47,74.26,71.48,64.51,Mild Toxicity
heart,Drug A,11.15,26.35,94.61,7.41,99.92,0.75,1.27,76.05,95.34,114.15,92.69,Normal
heart,Drug A,18.12,14.61,97.38,7.392,96.69,1.11,1.06,73.39,90.31,100.8,94.44,Normal
lungs,Drug A,10.35,23.02,95.06,7.35,98.84,1.28,1.64,75.09,100.0,117.99,100.29,Normal
kidney,Drug C,58.33,17.96,54.87,6.875,35.09,8.88,34.12,41.67,40.92,34.77,59.82,Severe Toxicity
lungs,Drug C,6.05,1.35,97.45,7.388,99.55,0.88,1.16,59.56,87.98,91.97,99.58,Normal
liver,Drug B,25.12,19.24,88.45,7.259,86.99,2.34,6.94,71.44,85.26,88.49,87.36,Normal
kidney,Drug A,56.9,21.0,98.78,7.409,99.63,1.21,1.19,80.66,91.05,95.84,88.46,Normal
lungs,Drug A,13.86,32.11,95.28,7.337,96.74,0.88,1.23,69.77,88.32,110.33,87.68,Normal
liver,Drug B,36.72,16.19,86.73,7.233,82.63,2.78,9.32,82.56,77.36,97.73,89.79,Mild Toxicity
liver,Drug B,2.52,7.43,95.75,7.419,95.82,1.01,1.36,66.52,89.83,112.63,94.93,Normal
lungs,Drug C,57.67,13.52,64.61,6.918,52.49,6.88,25.74,104.59,48.79,62.05,65.23,Severe Toxicity
heart,Drug C,13.22,34.16,77.86,7.074,68.23,4.59,15.28,86.15,67.58,83.38,79.33,Mild Toxicity
kidney,Drug B,47.65,3.23,92.18,7.329,97.12,1.58,2.99,81.7,89.71,110.27,72.65,Normal
lungs,Drug B,48.86,30.61,70.89,6.991,56.86,5.82,20.25,97.36,57.78,66.45,76.73,Severe Toxicity
kidney,Drug C,35.01,29.35,57.3,6.873,36.46,8.94,33.16,37.52,42.86,34.63,47.96,Severe Toxicity
lungs,Drug A,42.82,31.62,97.17,7.353,97.32,0.97,1.72,69.18,95.58,111.89,93.94,Normal
heart,Drug B,55.56,28.81,70.99,6.984,60.27,6.02,21.51,111.43,63.53,56.61,72.42,Severe Toxicity
kidney,Drug C,59.9,2.84,90.8,7.325,85.47,2.35,6.63,83.46,81.44,90.96,98.5,Normal
kidney,Drug B,53.88,24.19,76.69,7.049,63.77,5.04,17.14,101.17,67.16,69.56,71.08,Severe Toxicity
liver,Drug C,12.08,14.45,90.75,7.37,90.23,2.26,6.91,78.12,87.02,107.64,88.54,Normal
liver,Drug B,55.11,3.33,91.74,7.38,95.32,1.57,3.08,68.24,88.85,101.85,95.97,Normal
liver,Drug A,39.52,11.59,100.0,7.346,99.13,1.23,1.74,74.52,90.15,120.02,83.5,Normal
heart,Drug A,15.4,34.86,100.0,7.352,98.53,0.71,1.45,64.31,95.62,98.31,99.42,Normal
heart,Drug C,4.0,6.43,97.1,7.377,100.0,1.42,1.93,78.14,92.75,97.14,84.99,Normal
lungs,Drug A,40.54,14.0,96.36,7.426,99.64,1.21,1.4,68.16,95.08,102.44,91.52,Normal
kidney,Drug C,40.37,21.74,60.34,6.977,46.88,7.56,28.25,54.43,46.55,52.6,64.69,Severe Toxicity
liver,Drug B,32.88,27.05,82.79,7.164,76.16,3.55,13.16,91.89,72.34,75.78,79.72,Mild Toxicity
liver,Drug C,26.24,6.06,86.69,7.322,89.62,2.24,6.84,75.52,86.42,101.46,92.26,Normal
heart,Drug C,37.75,4.88,89.83,7.315,87.21,2.5,7.58,70.87,80.7,99.28,89.1,Normal
lungs,Drug C,7.55,21.83,89.63,7.277,89.87,2.29,6.51,86.82,86.95,112.3,85.51,Normal
liver,Drug B,56.74,26.46,74.64,7.003,64.66,5.62,20.13,104.37,63.47,63.83,75.04,Severe Toxicity
kidney,Drug B,32.43,16.41,86.03,7.25,82.28,2.68,7.88,82.37,76.89,100.04,95.44,Mild Toxicity
heart,Drug B,38.25,12.18,88.84,7.299,84.25,2.44,7.14,81.16,85.27,95.37,83.38,Normal
liver,Drug A,17.25,21.72,99.34,7.452,95.88,1.0,1.34,75.28,87.18,109.46,106.57,Normal
liver,Drug C,14.69,34.16,78.69,7.117,67.23,5.03,17.1,89.1,69.97,80.24,68.38,Mild Toxicity
heart,Drug B,8.42,24.95,92.46,7.331,94.61,1.82,3.56,74.85,82.83,94.94,86.75,Normal
lungs,Drug B,18.92,3.7,95.57,7.395,94.56,1.7,2.4,67.97,87.54,109.15,101.0,Normal
heart,Drug A,25.12,10.35,97.38,7.362,96.09,1.32,1.33,68.8,95.23,105.41,97.04,Normal
kidney,Drug A,44.22,28.09,96.61,7.37,100.0,0.99,2.45,72.75,95.25,107.07,95.65,Normal
heart,Drug B,38.18,8.43,91.99,7.314,90.09,2.38,5.59,85.75,83.52,93.02,92.3,Normal
kidney,Drug C,11.77,21.82,87.53,7.23,83.75,3.24,10.15,77.54,80.04,100.48,83.71,Mild Toxicity
lungs,Drug C,41.52,16.9,69.99,7.031,52.5,6.45,23.07,101.28,48.79,56.38,68.24,Severe Toxicity
liver,Drug B,31.58,11.87,88.69,7.28,87.7,2.13,6.31,85.64,81.24,90.0,87.13,Normal
heart,Drug C,57.64,26.66,40.45,6.612,5.37,12.0,48.72,23.58,8.0,17.86,33.03,Severe Toxicity
kidney,Drug B,35.57,23.16,85.41,7.218,77.33,3.63,11.44,97.08,70.31,87.68,86.67,Mild Toxicity
lungs,Drug A,13.76,34.56,96.44,7.362,100.0,1.26,1.12,70.63,88.65,109.26,100.32,Normal
heart,Drug A,50.29,8.32,97.28,7.408,97.26,1.09,1.46,76.48,94.27,118.46,96.33,Normal
liver,Drug B,23.65,22.25,87.86,7.273,85.88,2.99,8.56,82.27,85.48,90.45,86.4,Mild Toxicity
heart,Drug C,15.39,27.4,78.1,7.096,73.34,4.1,14.73,80.9,68.75,77.03,79.98,Mild Toxicity
heart,Drug B,48.74,25.05,77.6,7.1,66.69,4.79,16.87,96.1,64.12,81.17,81.02,Mild Toxicity
kidney,Drug B,38.65,7.57,93.29,7.268,91.57,1.94,5.45,83.34,81.4,100.87,80.35,Normal
liver,Drug A,46.3,1.11,95.83,7.348,97.26,0.91,2.01,75.89,92.95,103.59,99.86,Normal
kidney,Drug A,42.44,19.62,94.84,7.408,98.66,1.35,0.87,67.66,87.82,103.61,101.04,Normal
lungs,Drug A,13.69,31.95,98.55,7.455,97.05,1.0,1.27,79.48,91.12,106.92,95.23,Normal
heart,Drug B,27.43,4.59,97.17,7.375,94.77,1.4,3.04,78.27,82.65,97.02,93.01,Normal
liver,Drug C,52.85,8.71,79.51,7.141,71.26,4.43,16.23,84.67,65.06,71.64,82.35,Mild Toxicity
kidney,Drug A,41.23,15.35,97.83,7.464,100.0,1.15,1.84,72.2,89.88,104.05,94.21,Normal
lungs,Drug A,25.61,10.35,98.07,7.364,100.0,1.08,1.12,71.04,88.84,99.37,99.52,Normal
lungs,Drug C,36.74,18.46,70.51,7.038,58.17,6.33,22.47,94.03,62.12,67.19,63.95,Severe Toxicity
liver,Drug A,23.3,30.84,99.51,7.398,95.11,1.21,1.48,72.36,88.16,110.37,90.16,Normal
liver,Drug A,29.73,34.58,96.63,7.341,95.6,1.07,1.21,68.02,91.83,119.19,85.8,Normal
liver,Drug A,10.22,15.94,95.68,7.392,93.7,1.14,1.85,72.22,88.49,98.75,90.21,Normal
kidney,Drug C,10.73,7.9,94.74,7.367,92.37,1.79,3.96,77.99,86.86,104.67,93.69,Normal
lungs,Drug A,22.1,19.5,95.72,7.334,100.0,1.06,1.66,69.08,88.39,98.25,92.53,Normal
heart,Drug C,49.74,16.88,64.32,7.021,47.37,7.35,27.06,107.04,37.98,66.09,57.81,Severe Toxicity
lungs,Drug A,25.13,1.18,97.84,7.381,98.78,0.98,1.23,75.61,95.1,107.43,87.27,Normal
heart,Drug B,58.81,20.94,78.21,7.061,67.04,4.68,16.92,110.33,65.93,58.0,83.1,Mild Toxicity
lungs,Drug A,22.35,7.35,94.58,7.39,98.09,0.62,1.54,79.21,93.19,115.2,88.47,Normal
